	sex	days	col	bl	weight	melanoma	weightM	weightF	weightRes	daysM	daysF	daysRes
X24938	1	1	0.893263501483679	1	1	1	1	1	1	1	1	1
X57	1	1	1	1	1	1	1	1	1	1	1	1
X50416	1	1	1	1	1	1	1	1	1	1	1	1
X25372	1	1	1	1	1	1	1	1	1	1	1	1
X3435	1	1	1	1	1	1	1	1	1	1	1	1
X50440	1	1	1	1	1	1	1	1	1	1	1	1
X52191	1	1	1	1	1	1	0.845921541155867	1	1	1	1	1
X6133	1	1	1	1	1	1	1	1	1	1	1	1
X2453	1	1	1	1	1	1	1	1	1	1	1	1
X46957	1	1	1	1	1	1	1	1	1	1	1	1
X38274	1	1	1	1	1	1	1	1	1	1	1	1
X38384	1	1	1	1	1	1	1	1	1	1	1	1
X25789	1	1	1	1	1	1	1	1	1	1	1	1
X42062	1	0.977074345114345	1	1	1	1	1	1	1	0.957285373370209	1	0.739671612390787
X2006	1	1	1	1	1	1	1	1	1	1	1	1
X2245	1	1	1	1	1	1	1	1	1	0.933615187257858	1	1
X13465	1	1	1	1	1	1	1	1	1	1	1	1
X23182	1	1	1	1	1	1	1	1	1	1	0.739671612390787	1
X48898	1	1	1	1	1	1	1	1	1	1	1	1
X36850	1	1	1	1	1	1	1	1	1	1	1	1
X12443	1	1	1	1	1	1	1	1	1	1	0.933920637450198	1
X43059	1	1	1	1	1	1	1	1	1	1	1	1
X23426	1	1	1	1	1	1	1	1	1	1	1	1
X20903	1	0.955323817962143	1	1	1	1	1	1	1	1	0.793094036511156	0.844686670567585
X2183	1	1	1	1	1	1	1	1	1	1	1	1
X5279	1	1	1	1	1	1	1	1	1	1	1	1
X35521	1	1	1	1	1	1	1	1	1	1	1	1
X24186	1	1	1	1	1	1	1	0.743155487336915	1	1	1	1
X49956	1	1	1	1	1	1	1	1	1	0.785421295774649	1	1
X5908	1	1	1	0.446062765273317	1	1	1	1	1	1	1	1
X15384	1	1	1	1	1	1	0.97232856313498	1	1	1	1	1
X53461	1	1	1	1	1	1	1	1	1	1	1	1
X15209	1	1	1	1	1	1	1	1	1	1	1	1
X31071	1	1	1	1	1	1	1	1	1	1	1	1
X43425	1	1	1	1	1	1	1	1	1	1	1	1
X42579	1	1	1	1	1	1	1	1	1	1	1	1
X39913	1	1	1	1	1	1	1	1	1	1	1	1
X37129	1	1	1	1	1	1	1	1	1	1	1	1
X2694	1	1	1	1	1	1	1	1	1	1	1	1
X39201	1	1	1	1	1	1	1	1	1	1	1	1
X50478	1	1	1	1	0.675347565982402	1	1	0.439076065573772	1	1	1	1
X21063	1	1	1	1	1	1	1	1	1	1	1	1
X51803	1	1	1	1	1	1	1	1	1	1	1	1
X12995	1	1	1	1	1	1	1	1	1	1	1	1
X31719	1	1	1	1	1	1	1	1	1	1	1	1
X7373	1	1	1	1	1	1	1	1	1	1	0.974373208498379	1
X28308	1	1	1	1	1	1	1	1	1	1	1	1
X1926	1	1	1	1	1	1	1	0.957171750000001	1	1	1	1
X9828	1	1	1	1	1	1	1	1	1	1	1	1
X15818	1	1	1	1	0.966305721706863	1	1	0.965740340993328	1	1	0.624850817610064	1
X38592	1	1	1	1	1	1	1	1	1	1	1	1
X34785	1	1	1	1	1	1	1	1	1	1	1	1
X54079	1	1	1	1	1	1	1	1	1	1	1	1
X3442	1	1	1	1	1	0.965385394440271	1	1	1	1	1	1
X42644	1	1	1	1	1	1	1	1	1	1	1	1
X229	1	1	1	1	1	1	1	1	1	1	1	1
X11972	1	1	1	1	1	1	1	1	1	1	1	1
X45121	1	1	1	1	1	1	1	1	1	1	1	1
X33044	1	1	1	1	1	1	1	1	1	1	1	1
X28163	1	0.976554457662701	1	1	1	1	1	1	1	0.860564882418811	1	0.975652651757187
X36398	1	1	1	1	1	1	1	1	1	1	1	1
X2501	1	0.606650962627409	1	1	1	1	1	1	1	0.601220498220645	1	0.577080884520881
X48852	1	1	1	1	1	1	1	1	1	1	1	1
X34789	1	1	1	1	1	1	1	1	1	1	1	1
X24575	1	1	1	1	1	0.682194643874645	1	1	1	1	1	0.954965388933441
X18320	1	1	1	1	1	1	1	1	1	1	1	1
X14921	1	1	1	1	1	0.998266017116523	1	1	1	1	1	1
X29777	1	1	1	1	1	0.741743924646782	1	1	1	1	1	1
X28763	1	1	1	1	1	1	1	1	1	1	1	1
X12253	1	1	1	1	1	1	1	1	1	1	1	1
X20357	1	0.934139654408505	1	1	1	1	1	1	1	1	1	0.911980722433459
X5877	1	1	1	1	1	0.938533590604028	1	1	1	1	1	1
X28953	1	1	1	1	1	1	1	1	1	1	1	1
X42696	1	1	1	1	1	0.477574482758616	1	1	1	1	1	1
X42572	1	1	1	1	1	1	1	1	1	1	1	1
X19905	1	1	1	1	1	1	1	1	1	1	1	1
X28265	1	1	1	1	1	0.73395046079224	1	1	1	1	1	1
X39208	1	1	1	1	1	1	1	1	1	1	1	1
X51838	1	1	1	1	1	1	1	1	1	1	0.676590799605132	1
X2071	1	0.167255202952028	1	1	1	1	1	1	0.875219720930233	0.126432803347279	1	0.105655384615387
X38672	1	1	1	1	1	1	1	1	1	1	1	1
X1186	1	1	1	1	1	1	1	1	1	1	1	1
X16723	1	1	1	1	1	1	1	1	1	1	1	1
X9741	1	1	1	1	1	1	1	1	0.998156351875808	1	1	1
X26333	1	1	1	1	1	1	1	1	1	1	1	1
X51548	1	1	1	1	1	1	0.743990000000003	1	1	1	1	1
X44502	1	1	1	1	1	1	1	1	1	1	1	1
X42764	1	1	1	1	1	1	1	1	1	1	1	1
X30295	1	0.956268652482271	1	1	1	1	1	1	0.839464066587397	1	1	1
X37980	1	1	1	1	1	1	1	1	1	1	0.938715974842766	1
X50447	1	1	1	1	1	0.573576505576205	1	1	1	1	1	1
X11642	1	1	1	1	1	1	1	1	1	0.95409497377975	1	1
X38937	1	1	1	1	1	1	1	1	1	1	1	1
X50212	0.678150665380908	1	1	1	1	1	1	1	1	1	1	1
X35736	1	1	1	1	1	0.285744113475175	1	1	1	1	1	1
X17890	1	1	1	1	1	1	1	1	1	1	1	1
X45446	1	1	1	1	1	1	1	1	1	1	1	1
X24562	1	1	1	1	1	1	1	1	1	1	1	1
X39597	1	1	1	1	1	1	1	1	1	1	1	1
X44636	1	1	1	1	1	1	1	1	1	1	1	1
X18384	1	0.787991750865054	1	1	1	1	1	1	1	0.679503170028817	1	0.74090735362998
X7094	1	1	1	1	1	1	1	1	1	1	1	1
X41121	1	1	1	1	1	1	1	1	1	1	1	1
X17799	0.680856618911171	1	1	1	1	1	1	1	1	1	1	1
X50312	1	1	1	1	1	1	1	1	1	1	1	1
X49192	1	1	1	1	1	1	1	1	1	1	1	1
X7012	1	1	1	1	0.569299176029961	1	0.449160568720383	1	0.327601050328222	1	1	1
X31048	1	1	1	1	1	1	1	1	1	1	1	1
X40624	1	1	1	1	1	1	1	1	1	1	1	1
X36818	1	1	1	1	1	1	1	1	1	1	1	1
X30765	1	1	1	1	1	1	1	1	1	1	1	1
X31319	1	1	1	1	1	1	1	1	1	1	1	1
X19881	1	1	1	1	1	1	1	1	1	1	1	1
X46905	1	1	1	1	1	1	1	1	1	1	1	1
X26394	1	1	1	1	1	0.635022662538697	1	0.859522453151616	1	1	1	1
X53347	1	1	1	1	1	1	1	1	1	1	0.917160998151572	1
X15371	1	1	1	1	1	1	1	1	1	1	1	1
X1104	1	1	1	1	1	1	1	1	1	1	0.933281624190066	1
X11031	1	1	1	1	1	1	1	1	1	1	1	1
X3203	1	1	1	1	1	1	1	1	1	1	1	1
X51288	1	1	1	1	1	0.778625943600869	1	1	1	1	1	1
X10140	1	1	1	1	1	1	1	1	1	1	1	1
X31655	1	1	1	1	1	1	1	1	1	1	1	1
X10384	0.605172595155708	0.923947990970656	1	1	1	1	1	1	1	0.718456615384617	1	1
X10258	1	1	1	1	1	1	1	1	1	1	1	1
X25823	1	1	1	1	1	1	1	1	1	1	1	1
X821	1	1	1	1	1	1	1	1	1	1	1	1
X44627	1	0.743329145496534	1	1	1	1	0.906496962750716	1	1	0.807640386847197	1	0.955230668789808
X24061	1	0.965258254143646	1	1	1	1	1	1	1	1	1	1
X43747	0.0111668292683039	1	0.74000563291139	0.614941960784314	1	1	1	1	1	1	1	1
X46500	1	1	1	1	1	1	1	1	1	1	1	1
X23943	1	1	1	1	1	1	1	1	1	1	1	1
X55463	1	1	1	1	1	0.711798124999997	1	1	1	1	1	1
X15192	1	1	1	1	1	1	1	1	1	1	1	1
X42580	1	1	1	1	1	1	1	1	1	1	1	1
X42386	1	1	1	1	1	1	1	1	1	1	1	1
X4967	1	0.920911261425961	1	1	1	1	1	1	1	1	1	1
X55450	0.493306478873239	1	1	1	1	1	1	1	1	1	1	1
X21819	1	1	1	1	1	1	1	1	1	1	1	1
X20325	1	1	1	1	1	1	1	1	1	1	1	1
X48269	0.0127177777777778	1	1	1	1	1	1	1	1	1	1	1
X40332	1	1	1	1	1	1	1	1	1	1	1	1
X53892	1	1	1	1	1	1	1	1	1	1	1	1
X34864	1	1	1	1	1	1	1	1	1	1	1	1
X11982	1	1	1	1	1	1	1	1	1	1	1	1
X29506	1	1	1	1	1	1	1	1	1	1	1	1
X12650	1	1	1	1	1	1	1	1	1	1	1	1
X41888	1	1	1	1	1	1	1	1	1	1	1	1
X40131	1	1	1	1	1	1	1	1	1	1	1	1
X42471	1	1	1	1	1	1	1	1	1	1	1	1
X22181	1	1	1	1	1	1	1	1	1	1	1	1
X55166	1	1	1	1	1	1	1	1	1	1	1	1
X20002	1	1	1	1	1	1	1	1	1	1	0.984779213445379	1
X13356	1	1	0.75088518072289	0.962355555555554	1	1	1	1	1	1	1	1
X41082	1	1	1	1	1	1	1	1	1	1	1	1
X4541	1	1	1	0.0624327272727464	1	0.473904561403503	1	1	1	1	1	1
X28292	1	1	1	1	1	1	1	1	1	1	1	1
X40445	1	1	1	1	1	1	1	1	1	1	1	1
X25243	1	1	1	1	1	1	1	1	1	1	1	1
X27991	1	1	1	1	1	1	1	1	1	1	1	1
X4138	1	1	1	1	0.993251697612732	1	1	0.809735939470368	1	1	1	1
X55880	1	1	1	1	1	1	1	1	1	1	1	1
X10554	1	1	0.0933460194174581	0.613313781697905	1	1	0.606509393258425	1	0.449908913385832	1	0.788660207039337	1
X7387	1	1	1	1	1	1	1	1	1	1	1	1
X23279	1	1	1	1	1	1	1	1	1	1	1	1
X9950	1	1	1	1	1	1	1	1	1	1	1	1
X41283	1	1	1	1	1	1	1	1	1	1	1	1
X50824	1	1	1	1	0.357602840236683	1	0.512285837837835	1	1	1	1	1
X19200	1	1	1	1	1	1	1	1	1	1	1	1
X35591	1	1	1	1	1	1	1	1	1	1	1	1
X19222	1	1	1	1	1	1	1	1	1	1	1	1
X32098	1	0.934813611940297	1	1	0.802353267326735	1	1	0.740162799377915	1	1	0.884065040322581	1
X24869	1	1	1	1	1	1	1	1	1	1	1	1
X1689	1	1	1	1	1	1	1	1	1	1	1	1
X30402	1	1	1	1	1	1	1	1	1	0.871047798742138	1	1
X10962	1	1	1	1	1	1	1	1	1	1	1	1
X46895	1	1	1	1	1	1	1	1	1	1	1	1
X54411	1	1	1	1	1	1	1	1	1	1	1	1
X8797	1	1	1	1	1	1	1	1	1	1	1	1
X46420	1	1	1	1	1	1	1	1	1	1	1	1
X4051	1	1	1	1	1	1	1	1	1	1	1	1
X41409	1	0.976513001739131	1	1	1	1	0.795436117021276	1	1	1	1	1
X38705	1	1	1	1	0.701371914893615	1	1	0.790270282174809	0.842016958308867	1	1	1
X38183	1	0.949377927631578	1	1	1	1	1	1	1	0.503561367989059	1	1
X46841	0.0127177777777778	1	1	0.448540124999996	1	0.229603343283584	1	1	1	1	1	1
X23878	1	1	1	1	1	1	1	1	1	1	1	1
X26323	1	1	1	1	1	1	1	1	1	1	1	1
X10077	1	1	1	1	1	1	1	1	1	1	1	1
X3016	1	1	1	1	1	1	1	1	1	1	1	1
X26107	1	1	1	1	1	1	1	1	1	1	1	1
X39188	1	0.716927751937986	1	1	1	1	1	1	1	0.603638636897771	1	0.743329145496534
X14873	1	1	1	1	1	1	1	1	1	1	1	1
X15082	1	1	1	1	1	1	1	1	1	1	1	1
X26364	1	1	1	1	1	1	1	1	1	1	1	1
X13652	1	1	1	1	1	1	1	1	1	1	1	1
X44950	1	1	1	1	1	1	0.938744987405542	1	1	1	1	1
X8717	0.0127177777777778	0.955706730538922	1	0.0962747663551296	0.268890158730165	0.893196785714286	1	1	1	1	1	1
X48228	1	1	1	1	1	1	1	1	1	1	1	1
X22285	1	1	1	1	1	1	1	1	1	1	1	1
X41243	1	1	1	1	0.996554582924435	1	1	1	1	1	1	1
X33458	1	1	1	1	1	1	1	1	1	1	1	1
X44922	1	1	1	1	1	1	1	1	1	1	1	1
X15958	1	1	1	1	1	1	1	1	1	1	1	1
X3913	1	1	1	1	1	1	1	1	1	1	1	1
X40288	1	1	1	1	1	1	1	1	1	1	1	1
X26565	1	1	1	1	1	1	1	1	1	1	1	1
X41421	1	1	1	1	1	1	1	1	1	1	1	1
X26135	1	1	1	1	1	1	1	1	1	1	1	1
X29803	1	1	1	1	1	1	1	1	1	1	1	1
X32962	1	1	1	1	1	1	1	1	1	1	1	1
X45084	1	1	1	1	1	1	1	1	1	1	1	1
X35205	1	1	1	1	1	1	1	1	1	1	1	1
X7582	1	1	1	1	1	1	1	1	1	1	1	1
X4273	1	1	1	1	1	1	1	1	1	1	1	1
X27534	1	1	1	1	1	1	1	1	1	1	1	1
X743	1	1	1	1	1	1	1	1	1	1	1	1
X55013	1	1	0.0431924528301839	0.18687346938776	1	1	1	1	1	1	1	1
X16348	1	1	1	1	1	1	1	1	1	1	1	1
X30613	1	1	1	1	1	1	1	1	1	1	1	1
X14100	1	0.194280789473678	1	1	1	1	1	1	1	0.832284735883424	0.489571485148519	0.332626972860124
X51874	1	1	1	1	1	1	1	0.882185146316853	1	1	1	1
X15527	1	1	1	1	1	1	1	1	1	1	1	0.965204296520423
X25087	1	1	1	1	1	1	1	1	1	1	1	1
X488	1	1	1	1	1	0.98694392485743	1	1	1	1	1	1
X39450	1	1	1	1	0.521753234899329	1	0.328830000000006	1	1	0.188342207357869	1	1
X22959	1	1	1	1	1	1	1	1	1	1	1	1
X33731	1	1	1	1	1	1	1	1	1	1	1	1
X8474	1	1	1	1	1	1	1	1	1	1	1	1
X48126	1	1	1	1	1	1	1	1	1	1	1	1
X47011	1	1	1	1	1	1	1	1	1	1	1	1
X40844	1	1	1	1	1	1	1	1	1	1	1	1
X55216	1	1	1	1	1	1	1	0.780096480686696	1	1	1	1
X55689	1	1	1	1	1	1	1	1	1	1	1	1
X25369	1	1	1	1	1	1	1	1	1	1	1	1
X4426	1	1	1	1	1	1	1	1	1	1	1	1
X38125	1	1	1	1	1	1	1	1	1	1	1	1
X1173	1	1	1	1	1	1	1	1	1	1	1	1
X19784	1	1	1	1	1	1	1	1	1	1	1	1
X4656	1	1	1	1	1	1	1	1	1	1	1	1
X54625	1	1	1	1	1	1	1	1	1	1	1	1
X52269	1	1	1	1	1	1	1	1	1	1	1	1
X36368	1	1	1	1	1	1	1	1	1	1	1	1
X14036	1	1	1	1	1	1	1	1	1	1	1	1
X41414	1	1	1	1	1	1	1	1	1	1	1	1
X13269	1	1	1	1	1	1	1	1	1	1	1	1
X7238	1	1	1	1	1	1	1	1	1	1	1	1
X22715	1	1	1	1	1	1	1	1	1	1	1	1
X10104	1	1	1	1	1	1	1	1	1	1	1	1
X30446	1	0.606650962627409	1	1	1	1	1	1	1	1	1	0.952530536585367
X39491	1	1	1	1	1	1	1	1	1	0.980221321585904	1	1
X21355	1	1	1	1	1	1	1	1	1	1	1	1
X25659	1	1	1	1	1	1	1	1	1	1	0.872030508119436	1
X12805	1	1	1	1	1	1	1	1	1	1	1	1
X29296	1	1	1	1	1	1	1	1	1	1	1	1
X18313	1	1	1	1	1	1	1	1	1	1	1	1
X50896	1	1	1	1	1	1	1	1	1	1	1	1
X2602	1	1	1	1	1	1	1	1	1	1	1	1
X34847	1	1	1	1	1	1	1	1	1	1	1	1
X43881	1	1	1	1	1	1	1	1	1	1	1	1
X34986	1	1	0.0111668292683039	0.0127177777777778	1	1	1	1	1	1	1	1
X5114	1	1	1	1	0.59266067307692	1	1	0.522375957446804	1	1	1	1
X23179	1	1	0.998964124513619	1	1	1	1	1	1	1	1	1
X3250	1	1	1	1	1	1	1	1	1	1	1	1
X53940	1	1	1	1	1	1	1	1	1	1	1	1
X13924	1	1	1	1	1	1	1	1	1	1	1	1
X40075	1	1	1	1	1	1	1	1	1	1	1	1
X55694	1	1	1	1	1	1	1	1	1	1	1	1
X26909	1	1	1	1	1	1	1	1	1	1	1	1
X27353	1	1	1	1	1	1	1	1	1	1	1	1
X6256	1	1	1	1	1	1	1	1	1	1	1	1
X13734	1	1	1	1	1	1	1	1	1	1	1	1
X27280	1	1	1	1	0.978768188976377	1	0.807174566473988	1	1	1	1	1
X47667	1	1	1	1	1	0.81040283006949	1	1	1	1	1	1
X53873	1	1	1	1	1	1	1	1	1	1	1	1
X20207	1	1	1	1	0.286150000000006	1	1	0.172925179856123	1	1	1	1
X26185	1	1	1	1	1	1	1	1	1	1	1	1
X37901	1	1	1	1	1	1	1	1	1	1	1	1
X39091	1	1	1	1	1	1	1	1	1	1	1	1
X38141	1	1	1	1	1	1	1	1	1	1	1	1
X33701	1	1	1	1	1	1	1	1	1	1	1	1
X42381	1	1	1	1	1	1	1	1	1	1	1	1
X16416	0.139020242914964	1	1	0.787895764375879	1	0.835405755743653	1	1	0.851139838895282	1	1	1
X31403	1	1	1	1	1	1	1	1	1	1	1	1
X4526	1	1	1	1	1	1	1	1	1	1	1	1
X51543	1	1	1	1	1	1	1	1	1	1	1	1
X55924	1	1	1	1	1	1	1	1	1	1	1	1
X46393	1	1	1	1	1	1	1	1	1	1	1	1
X52004	1	1	1	1	1	1	1	1	1	1	1	1
X12489	1	1	1	1	1	1	1	1	1	1	1	1
X53105	1	1	1	1	1	1	1	1	0.948905781057809	1	1	1
X30533	1	1	0.479454763948497	0.817652376237625	1	1	1	1	1	1	1	1
X9766	0.315285272727276	1	1	1	1	1	1	1	1	1	1	1
X45705	1	1	1	1	0.0962747663551296	1	0.735454474327631	0.327168927038627	0.16339271375464	1	1	1
X9942	1	1	1	1	1	1	1	1	1	1	1	1
X7631	1	1	0.934840704845816	1	1	1	1	1	1	1	1	1
X10315	1	1	1	1	1	1	1	1	1	1	1	1
X54022	1	1	1	1	1	1	1	1	1	1	1	1
X19276	1	1	1	1	1	1	1	1	1	1	1	1
X31041	1	1	1	1	1	1	1	1	1	1	1	1
X9267	1	1	1	1	1	1	1	1	1	1	0.602135545023694	1
X7016	1	1	1	1	1	1	1	1	1	1	1	1
X30905	1	1	1	1	0.93447872847682	1	0.788519751895245	1	1	1	1	1
X8497	1	1	0.439885490196082	0.391338100558653	1	1	1	1	1	1	1	1
X8698	1	1	1	1	1	1	1	1	1	1	1	1
X51456	1	1	1	1	1	1	1	1	0.914614760353652	1	1	1
X35051	1	1	1	1	1	1	1	1	1	1	1	1
X12725	0.0555759537572369	1	1	0.618742236421727	1	0.832132554744528	1	1	1	1	1	1
X11137	1	1	1	1	1	1	1	1	1	1	1	1
X31502	1	1	1	1	1	1	1	1	1	1	1	1
X22112	1	1	1	1	1	0.964090528683915	1	1	1	1	1	1
X37182	1	1	1	1	1	1	1	1	1	1	1	1
X40104	1	1	1	1	1	1	1	1	1	1	1	1
X29239	1	1	1	1	1	1	1	1	1	1	1	1
X15816	0.18687346938776	1	0.413739824868651	0.327168927038627	1	1	1	1	1	1	1	1
X4771	1	1	1	1	1	1	1	1	1	1	0.911827208976156	1
X9495	1	1	1	1	1	1	1	1	1	1	1	1
X41904	1	1	1	1	1	1	1	1	1	1	1	1
X46372	1	0.732543999999998	1	1	1	1	1	1	1	1	1	0.86589838550247
X25816	1	1	1	1	1	1	1	1	1	1	1	1
X52565	0.339868957055212	0.787726102635229	1	0.92883750336776	1	0.432784079601993	1	1	1	1	1	1
X5622	1	1	1	1	1	1	1	1	1	1	1	1
X6655	1	1	1	1	1	1	1	1	1	1	1	1
X40563	1	1	1	1	1	1	1	1	1	1	1	1
X11214	1	1	1	1	1	1	1	1	1	0.861198505869796	1	0.976311574556831
X50310	1	1	1	1	1	1	1	1	1	1	1	1
X5620	1	1	1	1	1	1	1	1	1	1	1	1
X55174	1	1	1	1	1	1	1	1	1	1	1	1
X5482	1	0.891523185664509	1	1	1	1	1	1	1	1	1	0.941104935281836
X36116	1	1	1	1	1	1	1	1	1	1	1	1
X22375	1	1	1	1	1	1	1	1	1	1	1	1
X52582	1	1	1	1	1	1	1	1	1	1	1	1
X3850	1	1	1	1	1	1	1	1	1	1	1	1
X50954	1	1	1	1	1	1	1	1	1	1	1	1
X50747	1	1	1	1	1	1	1	1	1	1	1	1
X52446	1	1	1	1	1	1	1	1	1	1	1	1
X19548	1	1	1	1	1	1	1	1	1	1	1	1
X55569	1	1	1	0.229603343283584	1	1	1	1	1	1	1	1
X25627	1	1	1	1	1	1	1	1	1	1	1	1
X49387	1	1	1	1	1	1	1	0.972205503258509	1	1	1	1
X49777	1	1	1	1	1	1	1	1	1	1	1	1
X13161	1	1	0.97828361299536	1	1	1	1	1	1	1	1	1
X48339	1	1	1	1	1	1	1	1	1	1	1	1
X9761	1	1	1	1	1	1	1	1	1	1	1	1
X9660	1	1	1	1	1	1	1	1	1	1	1	1
X32930	1	1	1	1	1	1	1	1	1	1	1	1
X33012	1	1	1	1	1	1	1	1	1	1	1	1
X48055	1	1	1	1	1	1	1	1	1	1	1	1
X47225	0.963193346051126	1	1	1	1	1	1	1	1	1	1	1
X24388	1	1	1	1	1	1	1	1	0.916950013869626	1	1	1
X6124	1	1	1	1	1	1	1	1	1	0.942411031055899	1	1
X30661	1	1	1	1	1	1	1	1	1	0.963754935557242	1	1
X44923	1	1	1	1	1	1	1	1	1	1	1	1
X31254	1	1	1	1	1	1	1	1	1	1	0.897240471512769	1
X32748	1	1	1	1	1	1	1	1	1	1	1	1
X42243	1	1	1	1	1	1	1	1	1	1	1	1
X12424	1	1	1	1	1	1	1	1	1	1	1	1
X44063	1	1	0.0682965745856194	0.264999782608691	1	1	1	1	1	1	0.97552518597237	1
X47747	1	1	1	1	1	1	1	1	1	1	1	1
X22278	1	1	1	1	1	1	1	1	1	1	1	1
X37484	1	1	1	1	1	1	1	1	1	1	1	1
X19182	1	1	1	1	1	1	1	1	1	1	1	1
X29749	1	1	0.51391461641992	0.438983327841845	1	1	1	1	1	1	1	1
X11423	1	1	1	0.277478787878796	1	1	1	1	0.964752930444698	1	1	1
X16607	1	1	1	1	1	1	1	1	1	1	1	1
X23109	1	1	1	1	1	1	1	1	1	1	1	1
X35924	0.0624327272727464	1	1	0.736956915662653	1	0.50947141304348	1	1	1	1	1	1
X45709	1	1	1	1	1	1	1	1	1	1	1	1
X43795	1	1	1	1	1	1	1	1	1	1	1	1
X16199	1	1	1	1	0.741419385342792	1	0.683505213270139	1	0.817449402985077	1	1	1
X9119	1	1	1	1	1	1	1	1	1	1	1	1
X45198	1	1	1	1	1	1	1	1	1	1	1	1
X17296	1	1	1	1	1	1	1	1	1	1	1	1
X25682	1	1	1	1	1	1	1	1	1	1	1	1
X9106	1	1	1	1	1	1	1	1	1	0.734568845208843	1	1
X3765	1	1	1	1	0.871380627615061	1	1	0.697422027397261	1	1	1	1
X48505	1	1	1	1	0.87815213114754	1	0.851740275862071	1	0.940892715894868	1	1	1
X11855	1	1	1	1	1	1	1	1	1	1	1	1
X12328	1	1	1	1	1	1	1	1	1	1	1	1
X10325	1	1	1	1	1	1	1	1	1	1	1	1
X17964	1	1	1	1	1	1	1	1	1	1	1	1
X16151	1	1	1	1	1	1	1	1	1	1	1	1
X10808	1	1	1	1	0.72205263689975	1	1	0.607306666666663	1	1	1	1
X45793	1	1	1	1	1	1	1	1	1	1	1	1
X32919	1	1	1	1	1	1	1	1	1	1	1	1
X1780	1	1	1	1	1	1	1	1	1	1	1	1
X46495	1	1	1	1	1	1	1	1	1	1	1	1
X32787	1	1	1	1	1	1	1	1	1	1	1	1
X5298	1	1	1	1	1	1	1	1	1	1	1	1
X53128	1	1	1	1	1	1	1	1	1	1	1	1
X43238	1	1	1	1	1	1	1	1	1	1	1	1
X34172	1	1	1	1	1	1	1	1	1	1	0.976725333333333	1
X18161	1	1	1	1	1	1	1	1	1	1	1	1
X29641	1	1	1	1	1	1	0.873212298071912	1	1	1	1	1
X42214	0.699694493273545	1	1	1	1	1	1	1	1	1	1	1
X10280	1	1	1	1	0.47817386819484	1	0.933448693402328	1	1	0.72150333895447	1	1
X28251	1	1	1	1	1	1	1	1	1	1	1	1
X35190	1	1	1	1	1	1	1	1	1	1	1	1
X13686	1	1	1	1	1	1	1	1	1	1	1	1
X5339	1	1	0.928551004016064	0.694293016453379	1	1	1	1	1	1	1	1
X51438	1	1	1	1	0.821080318822806	1	1	0.742117350359138	0.980952820860142	1	1	1
X47645	1	1	1	1	1	1	1	1	1	1	1	1
X37618	1	1	1	1	1	1	1	1	1	0.97266225108225	1	1
X50028	1	0.981483855258707	1	1	1	1	1	1	1	1	1	1
X52840	1	1	1	1	1	1	1	1	1	1	1	1
X48957	1	1	1	1	1	1	1	1	1	1	1	1
X40175	1	1	1	1	1	1	1	1	1	1	1	1
X1037	1	1	1	1	1	0.955277959346354	1	1	1	1	1	1
X16058	1	1	1	1	1	1	1	1	1	1	1	1
X38154	1	1	1	1	1	1	1	1	1	1	1	1
X40215	1	1	1	1	0.607669053591789	1	0.678820578034685	0.763402819383262	1	1	1	1
X195	1	1	1	1	1	1	1	1	1	1	1	1
X24555	1	1	1	1	1	1	1	1	1	1	1	1
X21561	1	1	1	1	1	1	1	1	1	1	1	1
X12947	1	1	1	1	1	1	1	1	1	1	1	1
X43239	1	1	1	1	1	1	1	1	1	1	1	1
X45448	1	1	1	1	1	1	1	1	1	1	1	1
X50253	1	1	1	1	1	0.97517514535902	1	1	1	1	1	1
X44915	1	1	1	1	1	1	1	1	1	1	1	1
X1241	1	1	1	1	1	0.934853502538071	1	1	1	1	1	1
X45599	1	1	1	1	1	1	1	1	1	1	1	1
X49954	1	1	1	1	1	1	1	1	1	1	1	1
X52216	1	1	1	1	1	1	1	0.988331257485029	1	1	1	1
X12263	1	1	1	1	1	0.635446305015356	1	1	1	1	1	1
X55411	1	1	1	1	1	1	1	1	1	1	1	1
X54945	1	1	1	1	1	1	1	1	1	1	1	1
X27537	1	1	1	1	1	1	1	1	0.893467960396039	1	1	1
X21053	1	1	1	1	1	1	1	1	1	1	1	1
X52396	1	1	1	1	1	1	1	1	1	1	1	1
X5868	1	1	0.0127177777777778	0.0127177777777778	1	1	1	1	1	1	1	1
X40121	1	1	1	1	1	1	1	1	1	1	1	1
X7554	1	1	1	1	1	1	1	1	1	1	1	1
X35295	1	1	1	1	1	1	1	1	1	1	1	1
X46334	1	1	1	1	1	1	1	1	1	1	1	1
X29817	0.232257026239077	1	1	1	1	0.872690328638499	1	1	1	1	1	1
X18598	0.0127177777777778	1	1	1	1	1	1	1	1	1	1	1
X188	1	1	1	1	1	0.970427181917609	1	1	1	1	1	1
X39509	1	1	1	1	1	0.520800640854474	1	1	1	1	1	1
X45945	1	1	1	1	1	1	1	1	1	1	1	1
X15291	1	1	1	1	0.786108707865168	1	1	0.874380000000002	1	1	1	1
X16711	1	1	1	1	1	1	0.761154782608698	1	0.951027941176472	1	1	1
X47434	1	1	1	1	1	1	1	1	1	1	1	1
X34285	1	1	1	1	1	1	1	1	1	1	1	1
X6800	1	1	1	1	1	1	1	1	1	0.848562094240839	1	1
X47848	1	1	1	1	1	1	1	1	1	1	0.731177313432834	1
X24597	1	1	1	1	1	1	1	1	1	1	1	1
