	sex	days	col	bl	weight	melanoma	weightM	weightF	weightRes	daysM	daysF	daysRes
X8834	1	1	1	1	1	1	1	1	1	1	1	1
X47908	1	1	1	1	1	1	1	1	1	1	1	1
X15748	1	1	1	1	0.328004776119406	1	0.264999782608691	0.920106629834255	0.949336410677619	1	1	1
X55303	1	1	1	1	1	1	1	0.706553082969433	1	1	1	1
X30392	1	1	1	1	1	1	1	1	1	1	1	1
X45324	1	1	1	1	1	1	1	1	0.934975938697318	1	1	1
X12939	0.209665046728968	1	1	1	1	0.614509501661128	1	1	1	1	1	1
X7938	1	1	1	0.862048017195058	1	0.603321869158876	1	1	1	1	1	1
X37141	1	1	1	1	1	1	1	1	1	1	1	1
X20066	1	1	1	0.91310061971831	1	1	1	1	1	1	1	1
X42281	1	1	0.15947235955055	0.820390640394087	1	1	1	1	1	1	1	1
X29096	1	1	1	1	1	1	1	1	1	1	1	1
X846	1	1	1	1	1	1	1	1	1	1	1	1
X7080	1	1	1	1	1	1	1	1	1	1	1	1
X39177	1	1	1	1	1	1	1	1	1	1	1	1
X22086	1	1	1	1	1	1	1	1	1	1	1	0.942589470198674
X15899	1	1	1	1	1	1	1	1	1	1	0.848750564938847	1
X20842	1	1	1	1	1	1	1	1	1	1	1	1
X50151	1	1	1	1	1	1	1	1	1	1	1	1
X25026	1	1	1	1	1	1	1	1	1	1	1	1
X38102	1	1	1	1	1	1	1	1	1	1	1	1
X7255	1	1	1	1	1	1	1	1	1	1	1	1
X9671	1	1	1	1	1	1	1	1	1	1	1	1
X11486	1	1	1	1	1	1	1	1	1	1	1	1
X41127	1	1	1	1	1	1	1	1	1	1	1	1
X26049	1	1	1	1	1	1	1	1	1	1	1	1
X23620	1	1	1	1	1	1	1	1	1	1	1	1
X26466	1	1	1	1	1	1	1	1	1	1	1	1
X25825	1	1	1	1	1	1	1	1	1	1	1	1
X3967	1	1	1	1	1	1	1	1	1	1	1	1
X16980	1	1	1	1	1	1	1	1	1	1	1	1
X33236	1	1	1	1	1	1	1	1	1	1	1	1
X50417	1	1	1	1	1	1	1	1	1	1	1	1
X21510	1	1	1	1	1	1	1	1	1	1	1	1
X51359	1	1	1	1	1	1	1	1	1	1	1	1
X33289	1	1	1	1	1	1	1	1	1	1	1	1
X14740	1	1	1	1	1	1	1	1	1	1	1	1
X23920	1	1	1	1	1	1	1	1	1	1	1	1
X6456	1	1	1	1	1	1	1	1	1	1	1	1
X43957	1	1	1	1	1	1	1	1	1	1	1	1
X50878	1	1	1	1	1	0.717492805507748	1	1	1	0.816779739292363	1	1
X38824	1	1	1	1	1	1	1	1	1	1	1	1
X11505	1	1	0.556362531645566	1	1	1	1	1	1	1	0.935262549187339	1
X42756	1	1	1	1	1	1	1	0.965368062015504	1	1	1	1
X49830	1	0.970280175054705	1	1	1	1	1	1	1	1	1	0.784176203246294
X33327	1	1	1	1	1	1	1	1	1	1	1	1
X23381	1	1	1	1	1	1	1	1	1	1	1	1
X12061	1	1	1	1	0.861502266666668	1	1	1	1	1	1	1
X54877	1	1	1	1	1	1	1	1	1	1	1	1
X44446	1	1	1	1	1	1	1	1	1	1	1	1
X30833	1	1	1	1	1	1	1	1	1	1	1	1
X35905	1	1	1	1	1	1	1	1	1	1	1	1
X45255	1	1	1	1	1	1	1	1	1	1	1	1
X20439	1	1	1	1	1	1	1	1	1	1	1	1
X341	1	1	1	1	1	1	1	1	1	1	1	1
X55148	1	1	1	1	1	1	1	1	1	1	1	1
X45589	1	1	1	1	1	1	1	1	1	1	1	1
X27093	1	1	1	1	1	1	1	1	1	1	1	1
X15107	1	1	1	1	1	1	1	1	1	1	1	1
X8157	1	1	1	1	1	1	1	1	1	1	1	1
X34951	1	1	1	1	1	1	1	1	1	1	1	1
X12050	1	1	1	1	1	1	1	1	1	1	1	1
X32924	1	1	1	1	1	1	1	1	1	1	1	1
X12856	1	1	1	1	1	1	1	1	1	1	1	1
X17852	1	1	1	1	1	1	1	1	1	1	1	1
X51643	1	1	1	1	1	1	1	1	1	1	1	1
X54379	1	1	1	1	1	1	1	1	1	1	1	1
X54125	1	1	1	1	1	1	1	1	1	1	1	1
X53698	1	1	1	0.860269358616845	1	1	1	1	1	1	1	1
X48250	1	1	1	1	1	1	1	1	1	1	1	1
X36886	1	1	1	1	1	1	1	1	1	1	1	1
X55305	1	1	1	1	1	1	1	1	1	1	1	1
X52904	1	1	0.928620296096903	1	1	1	1	1	1	1	1	1
X18208	1	1	1	1	1	1	1	1	1	1	1	1
X37048	1	1	1	1	1	1	1	1	1	1	1	1
X28008	1	1	1	1	1	1	1	1	1	1	1	1
X18889	1	1	1	1	1	1	1	1	1	1	1	1
X40550	1	1	1	1	1	1	1	1	1	1	1	1
X38158	1	1	1	1	1	1	1	1	1	1	1	1
X7457	1	1	1	1	1	1	1	1	1	1	1	1
X31184	1	1	0.0111668292683039	0.14848864864865	1	0.743155487336915	1	1	1	1	1	1
X54870	1	1	1	1	1	1	1	1	1	1	1	1
X6496	1	1	1	1	1	1	1	1	1	1	1	1
X36615	1	1	1	1	1	1	1	1	1	1	1	1
X51405	1	0.712944956672443	1	1	1	1	1	1	1	1	0.209665046728968	0.749477808219179
X32740	1	1	1	1	1	1	1	1	1	1	1	1
X24799	1	1	1	0.790127999999999	1	1	1	1	1	1	1	1
X10197	1	1	1	1	1	1	1	1	1	1	1	1
X18237	1	1	1	1	1	1	1	1	1	1	1	1
X35788	1	1	1	1	1	1	1	1	1	1	1	1
X36283	1	1	1	1	1	1	1	1	1	1	1	1
X50871	1	1	1	1	1	1	1	1	1	1	1	1
X37840	1	1	1	1	1	1	1	1	1	1	1	1
X48637	1	1	1	1	1	1	1	1	1	1	1	1
X14519	1	1	1	1	1	1	1	1	1	1	1	1
X16501	1	1	1	1	1	1	1	1	1	1	1	1
X14117	1	1	1	1	1	1	1	1	1	1	1	1
X15906	1	1	1	1	1	1	1	1	1	1	1	1
X41034	1	1	1	1	1	1	1	1	1	1	0.61307330472103	1
X12159	1	1	1	1	1	1	1	1	1	1	1	1
X13747	1	1	1	1	1	1	1	1	1	1	1	1
X40103	1	1	0.993503697813122	0.969010813186813	1	1	1	1	1	1	1	1
X18920	1	1	1	1	1	0.874058181818181	1	1	1	1	1	1
X16242	0.426747300509337	1	1	0.0555759537572369	1	1	1	1	1	1	1	1
X19341	1	1	1	1	1	1	1	1	1	1	1	1
X38438	1	1	1	1	1	1	1	0.862252965964345	1	1	1	1
X55141	1	1	1	1	0.965162523054224	1	1	0.997817907510659	1	1	1	1
X18435	1	1	1	1	1	1	1	1	1	1	1	1
X47352	1	1	1	1	1	1	0.912248880562063	1	1	1	1	1
X49020	1	1	1	1	1	1	1	1	1	1	1	1
X51812	1	1	1	1	1	1	1	1	1	1	1	1
X52451	1	1	1	1	1	1	1	1	1	1	1	1
X34240	1	1	1	1	1	1	1	1	1	1	1	1
X30816	1	1	1	1	1	1	1	1	1	1	1	1
X53365	1	1	1	1	0.824279706959707	1	0.976351804195805	1	1	1	1	1
X14162	1	1	1	1	1	1	1	1	1	0.874186776519051	1	1
X21411	1	1	1	0.733071118421052	1	1	1	1	1	1	1	1
X38176	1	1	0.603396069364166	0.327168927038627	1	1	1	1	1	1	1	1
X31556	1	1	1	1	1	1	1	1	1	1	0.674711578947367	1
X24201	1	1	1	1	1	1	1	1	1	1	1	1
X8590	1	1	1	1	1	1	1	1	1	1	1	1
X3121	1	0.900875328185328	1	1	0.875093872472785	0.983336518218624	1	1	1	1	1	0.933873641921396
X22842	1	1	1	1	1	1	1	1	1	1	1	1
X17670	1	1	1	1	1	1	1	1	1	1	1	1
X19445	1	1	1	1	1	1	1	1	1	1	0.250080672268901	1
X6986	1	1	1	1	1	1	1	1	1	1	0.841939398230089	1
X23977	1	1	1	1	1	1	1	1	1	1	1	1
X10167	1	1	1	1	1	1	1	1	1	1	1	1
X15602	1	1	1	1	0.920040380952381	1	1	1	1	1	1	1
X36597	1	1	1	1	1	1	1	1	1	1	1	1
X38357	1	1	1	1	1	1	1	1	1	1	1	1
X12504	1	1	1	1	1	1	1	1	1	1	1	1
X27087	1	1	1	1	1	1	1	1	1	1	1	1
X42415	1	1	1	1	1	1	1	1	1	1	1	1
X16249	1	1	1	1	1	1	1	1	1	1	1	1
X3041	1	1	1	1	1	0.961040400925212	1	1	1	1	1	1
X51510	1	1	1	1	1	1	1	1	1	1	1	1
X43980	1	1	1	1	1	1	1	1	1	1	1	1
X10021	1	1	1	1	1	1	1	1	1	1	1	1
X49854	1	1	1	1	1	1	1	1	1	1	1	1
X44515	1	1	1	1	1	0.185353910034603	1	1	1	1	1	1
X53150	1	1	1	1	1	1	1	1	1	1	1	1
X46740	1	1	1	1	0.965078526315789	1	1	1	1	1	1	1
X8986	1	1	0.204472233009716	0.399079786096262	1	1	1	1	1	1	1	1
X48815	1	1	0.933402838709676	1	1	1	1	1	1	1	1	1
X6159	1	1	1	1	1	1	1	1	1	1	1	1
X31694	1	1	1	1	1	1	1	1	1	1	1	1
X25547	1	1	1	1	1	1	1	1	1	1	1	1
X9446	1	1	1	1	1	1	1	1	1	1	1	1
X13095	1	1	1	1	1	1	1	1	1	1	1	1
X17391	1	1	1	1	1	1	1	1	1	1	1	1
X51168	1	1	1	1	1	1	1	1	1	1	1	1
X44529	1	1	1	1	1	1	1	1	1	1	1	1
X37627	1	1	1	1	1	1	1	1	1	1	1	1
X25754	1	1	1	1	1	1	1	1	1	1	1	1
X18365	1	1	1	1	1	1	1	1	1	1	1	1
X47147	1	1	1	1	1	1	1	1	1	1	1	1
X43442	1	1	1	1	1	1	1	1	1	1	1	1
X40994	1	1	1	1	1	1	1	1	1	1	1	1
X14280	1	1	1	1	1	0.877991951219511	1	1	1	1	1	1
X25445	1	1	1	1	1	1	1	1	1	1	1	1
X8648	1	1	1	1	1	1	1	1	1	1	1	1
X11349	1	1	1	1	1	1	1	1	1	1	0.986223323262841	1
X6146	1	1	1	1	1	1	1	0.975984748700174	1	1	0.806486791963708	1
X13595	1	0.952440875912409	1	1	1	1	1	1	1	1	0.935262549187339	1
X12474	1	1	1	0.914831755442335	1	1	1	1	1	1	1	1
X55317	1	1	1	1	1	1	1	1	1	1	1	1
X15712	1	1	1	1	1	1	1	1	1	1	1	1
X15502	1	1	1	1	1	1	1	1	1	1	1	1
X38310	1	1	1	1	1	1	1	1	1	1	1	1
X39792	1	1	1	1	1	1	1	1	1	1	1	1
X38205	1	1	0.937830441733279	1	1	1	1	1	1	1	1	1
X28115	0.937123139240507	1	1	1	1	1	1	1	1	1	1	1
X42998	1	1	1	1	1	1	1	1	1	1	1	1
X12582	1	1	1	1	1	1	1	1	1	1	1	1
X14794	1	1	1	1	1	1	1	1	1	1	1	1
X26240	1	1	1	1	1	1	1	1	1	1	1	1
X29447	1	1	1	1	1	1	1	1	1	1	1	1
X1064	1	1	1	1	1	1	1	1	1	1	1	1
X10622	1	1	0.861308324084349	1	1	1	1	1	1	1	1	1
X25412	1	1	1	1	1	1	1	1	1	1	1	0.94885407986826
X12080	0.31956617449664	1	0.14848864864865	0.253218770949718	1	1	1	1	1	1	1	1
X1217	0.63654376930999	1	1	1	1	1	0.969985839416057	1	1	1	1	1
X20481	1	1	1	1	1	1	1	1	1	1	1	1
X35179	1	1	1	1	1	1	1	1	1	1	1	1
X54818	1	1	1	1	1	1	1	1	1	1	1	1
X44853	1	1	1	1	1	1	1	1	1	1	1	1
X43843	1	1	1	1	1	1	1	1	1	1	1	1
X1964	1	0.861198505869796	1	1	1	1	1	1	1	0.994084531301755	1	1
X47925	1	1	1	1	1	1	1	1	1	1	1	1
X14050	1	1	1	1	1	1	1	1	1	1	1	1
X13296	1	1	1	1	1	1	1	1	1	1	1	1
X16359	1	1	1	1	1	1	1	1	1	1	1	1
X4013	1	1	1	1	1	1	1	1	1	1	1	1
X32824	1	1	1	1	1	1	1	1	1	1	1	1
X23693	1	1	1	1	1	1	1	1	1	1	1	1
X17784	1	1	1	1	1	1	1	1	1	0.739671612390787	1	0.982805176946412
X43205	1	0.881688848484849	1	1	1	1	1	1	1	1	1	0.933013368146215
X48179	1	0.496152970711293	1	1	1	1	1	1	1	0.250080672268901	1	0.229603343283584
X18126	1	0.348874079999998	1	1	1	1	1	1	1	0.376270804597698	0.809626666666667	0.414692774869112
X3131	1	1	1	1	1	1	1	1	1	1	1	1
X14641	1	1	1	1	1	1	1	1	1	1	1	1
X28525	1	1	1	1	1	0.414692774869112	1	1	1	1	1	1
X50136	1	1	1	1	1	1	1	1	1	1	1	1
X46314	1	1	1	1	1	1	1	1	1	1	1	1
X795	1	1	1	1	1	1	1	1	1	1	1	1
X40782	1	1	1	1	1	1	1	1	1	1	1	1
X50872	1	1	1	1	1	1	1	1	1	1	1	1
X38834	1	1	1	1	1	1	0.976527201913222	1	1	1	1	1
X4853	1	1	1	1	1	1	1	1	1	1	1	1
X17322	1	1	1	1	1	1	1	1	1	1	1	1
X21907	1	1	1	1	1	1	1	0.891355829195632	1	1	1	1
X17637	1	1	1	1	1	0.699134054054053	1	1	1	1	1	1
X53479	1	1	1	1	1	1	1	1	1	1	1	1
X10959	1	1	0.84212271707029	1	1	1	1	1	1	1	1	1
X32627	1	1	1	1	1	1	1	1	1	1	1	1
X54605	1	1	1	1	1	0.891246643391523	1	1	1	1	1	1
X51049	1	1	1	1	1	1	1	1	1	1	1	1
X3385	1	1	1	1	1	1	1	1	1	1	1	1
X46064	1	1	0.979050557939914	1	1	1	1	1	1	1	1	1
X2058	1	1	1	1	1	1	1	1	1	1	1	1
X50477	1	1	1	1	1	1	1	1	1	1	1	1
X12706	1	1	0.15947235955055	0.530513015873012	1	1	1	1	1	1	1	1
X53939	1	1	1	1	1	1	1	1	1	1	1	1
X16056	1	1	0.789820845839017	0.964957287136013	1	1	1	1	1	1	1	1
X17662	1	1	1	1	1	1	1	1	1	1	0.919903616236161	0.9523072
X50823	1	1	1	1	1	1	1	1	1	1	1	1
X22786	1	1	1	1	1	1	1	1	1	1	1	1
X23368	1	1	1	1	0.612494983277593	1	1	0.486495704125176	1	1	1	1
X18478	1	1	0.254919224376733	0.392791693989075	1	0.979954587995931	1	1	1	1	1	1
X35262	1	1	1	1	1	1	1	1	1	1	1	1
X51263	1	1	1	1	1	1	1	1	1	1	1	1
X13669	1	1	1	1	1	1	1	1	1	1	1	1
X12589	1	1	0.873993215400626	0.839191217183773	1	1	1	1	1	1	1	1
X31878	1	1	1	1	1	1	1	0.95055416700611	1	1	1	1
X23174	1	1	1	1	1	1	1	1	1	1	0.933896445623342	1
X11908	1	1	1	1	1	1	1	1	1	1	0.734490662305804	1
X9854	1	1	1	1	1	1	1	1	1	1	1	1
X39978	1	0.835080217785844	1	1	1	1	0.976204690831557	1	1	1	1	0.719743327615781
X54433	1	1	1	1	1	1	1	1	1	1	1	1
X17762	1	1	0.866183783783785	1	1	1	1	1	1	1	1	1
X41603	1	1	1	1	1	1	1	1	1	1	1	1
X51795	1	1	1	1	1	1	1	1	1	1	1	1
X27037	1	1	1	1	1	1	1	1	1	1	1	1
X39089	1	1	1	1	1	1	1	1	1	1	1	1
X33152	1	1	1	1	1	1	1	1	1	1	1	1
X2452	1	1	1	1	1	1	1	1	1	1	1	1
X21018	1	1	1	1	1	1	1	1	1	1	1	1
X37718	1	1	1	1	1	0.807275303225807	1	1	1	1	1	1
X29452	1	1	1	1	1	1	1	1	1	1	1	1
X5400	1	1	1	1	1	1	1	1	1	1	1	1
X3152	1	1	1	1	1	1	1	1	1	1	1	1
X45030	1	1	1	1	1	1	1	1	1	1	1	1
X42980	1	1	1	1	1	1	1	1	1	1	1	1
X12564	1	1	1	1	1	1	1	1	1	1	1	1
X45488	1	1	1	1	1	1	1	1	1	1	1	1
X17434	1	1	1	1	1	1	1	1	1	1	1	1
X34907	1	1	1	1	1	1	1	1	1	1	1	1
X10695	1	1	0.686118767507006	0.446834230769226	1	1	1	1	1	1	1	1
X16408	1	1	1	1	1	1	1	1	1	1	1	1
X53782	1	1	1	1	1	1	1	0.740162799377915	1	1	1	1
X12529	1	1	1	1	0.584333691931538	1	0.934379657444005	0.542272831168829	1	1	1	1
X35522	1	1	1	1	0.821080318822806	1	1	0.968804187408492	0.543350972762645	1	0.955587684926031	0.952092789664918
X54747	1	1	1	1	1	1	1	1	1	1	1	1
X40003	1	1	1	1	1	1	1	1	1	1	1	1
X28605	1	1	1	1	1	1	1	1	1	1	1	1
X40533	1	1	1	1	1	1	1	1	1	1	1	1
X10932	1	1	1	1	1	1	1	1	1	1	1	1
X52725	1	1	0.0127177777777778	0.0750557377049098	1	1	1	1	1	1	1	1
X34568	1	1	1	1	1	1	1	1	1	1	1	1
X54465	1	1	1	1	1	1	1	1	1	1	0.901765904486252	1
X32682	1	1	1	1	1	1	1	0.836666121467226	1	1	1	0.982737373737373
X41393	1	1	1	1	1	1	1	1	1	1	1	1
X8678	1	1	1	1	1	1	1	1	1	1	1	1
X20079	1	1	1	1	1	1	1	1	1	1	1	1
X31261	1	1	1	1	1	1	1	1	1	1	1	1
X46680	1	1	1	1	0.735454474327631	1	1	0.884311617128464	1	1	1	1
X13237	1	1	1	1	1	1	1	1	1	1	1	1
X55464	1	1	1	1	1	1	1	1	1	1	1	1
X26640	0.0127177777777778	1	1	0.744121563218393	1	0.572014563591024	1	1	1	1	1	1
X48203	1	1	1	1	1	1	1	1	0.606509393258425	1	1	1
X20626	1	1	1	1	1	1	1	1	1	1	1	1
X22149	1	1	1	1	1	1	1	1	1	1	1	1
X36584	1	1	1	1	1	1	1	1	1	1	1	1
X27498	1	1	1	1	1	1	1	1	1	1	1	1
X49050	1	1	1	1	1	1	1	1	1	1	1	1
X43111	1	1	1	1	1	1	1	1	1	1	1	1
X10502	1	1	1	1	1	1	1	1	1	1	1	1
X4425	1	1	1	1	1	1	1	1	1	1	1	1
X34215	1	1	1	1	1	1	1	1	1	1	1	1
X17114	1	1	1	1	1	0.873993585100878	1	1	1	1	1	1
X21757	1	1	1	1	1	1	1	1	1	1	1	1
X23267	1	1	1	1	1	1	1	1	1	1	1	1
X26649	1	1	1	1	1	1	1	1	1	1	1	1
X2473	1	1	1	1	1	1	1	1	1	1	1	1
X37967	1	1	1	0.31956617449664	0.461946188340802	1	0.323003604395609	1	0.205590573248419	1	1	1
X26063	1	1	1	1	1	1	1	1	1	1	1	1
X31870	1	1	1	1	1	1	1	1	1	1	1	1
X36528	1	1	1	1	1	0.902655621986498	1	1	1	1	1	1
X18113	1	1	1	1	1	1	1	1	1	1	1	1
X54541	1	1	1	1	1	0.932900959792477	1	1	1	0.864036442516269	1	0.961252037037036
X1412	1	1	1	1	1	1	1	1	1	1	1	1
X3783	1	1	1	1	1	0.970133060926669	1	1	1	1	1	1
X37116	1	1	1	1	1	1	1	1	1	1	1	1
X26475	1	1	1	1	1	1	1	1	1	1	1	1
X32680	1	1	1	1	1	1	1	1	1	1	1	1
X13543	1	1	1	1	1	1	1	1	1	0.954452362485161	1	1
X50800	1	1	1	1	1	1	1	1	1	1	1	1
X33434	1	1	0.0199060869565416	0.105655384615387	1	1	1	1	1	1	1	1
X39541	1	1	1	1	1	1	1	1	1	1	1	1
X23969	1	1	1	1	1	1	1	1	1	1	1	1
X35677	1	1	1	1	1	1	1	1	1	1	1	1
X36677	1	1	1	1	1	1	1	1	1	1	1	1
X18997	1	1	1	1	1	1	1	1	1	1	1	1
X10514	1	1	1	1	1	1	1	1	1	1	1	1
X54117	1	1	1	1	1	1	1	1	1	1	1	1
X51475	1	1	1	1	1	1	1	1	1	1	1	1
X37838	1	1	1	1	0.996554582924435	1	1	1	0.897267601765571	1	0.954797496991577	1
X36735	1	1	1	1	1	1	1	1	1	1	1	1
X14550	1	1	1	1	1	1	1	1	1	1	1	1
X30559	1	1	1	1	1	0.801598255122274	1	1	1	1	1	1
X5407	1	0.965512925170068	1	1	1	0.700106925795053	1	1	1	1	1	1
X39045	1	1	1	1	1	1	1	1	1	1	1	1
X1532	1	1	1	1	1	1	1	1	1	1	0.956268652482271	1
X26381	1	1	0.743990000000003	0.45285573872473	1	0.976185390218523	1	1	1	1	0.878348430769229	1
X16735	1	1	1	1	1	1	1	1	1	1	1	1
X18622	1	1	1	1	1	1	1	1	1	1	1	1
X51393	1	1	1	1	1	1	1	1	1	1	1	1
X11201	1	1	1	1	1	1	1	1	1	1	1	1
X6608	1	1	1	1	1	1	1	1	1	1	1	1
X19585	1	1	1	1	1	1	1	1	1	1	1	1
X45264	1	1	1	1	1	1	1	1	1	1	1	1
X44899	1	1	1	1	1	1	1	1	1	1	1	1
X55456	1	1	1	1	1	1	1	1	1	1	1	1
X40690	1	1	1	1	1	1	1	1	1	1	1	1
X18052	1	1	1	1	1	1	1	1	1	1	1	1
X19635	1	1	1	1	1	1	1	1	1	1	1	1
X44233	1	1	1	1	1	1	1	1	1	1	1	1
X28071	1	1	1	1	1	1	1	1	1	1	1	1
X482	1	1	1	1	1	1	1	1	1	1	1	1
X31827	1	1	1	1	1	1	1	1	1	1	1	1
X41461	1	1	1	1	1	1	0.960514562211982	1	0.955323817962143	1	1	1
X16787	1	1	1	1	1	1	1	1	1	1	1	1
X26393	1	0.920711208791208	1	1	1	1	1	1	1	1	1	0.878495025380711
X55188	1	1	1	1	1	1	1	1	1	1	1	1
X55881	1	1	1	1	1	1	1	1	1	1	1	1
X909	1	1	1	1	1	1	1	1	1	1	1	1
X40877	1	1	1	1	1	1	1	1	1	1	1	1
X450	1	1	1	1	0.73079040799334	1	0.530513015873012	1	1	1	1	1
X40839	1	1	1	1	1	1	1	1	1	1	1	1
X27895	1	1	1	1	1	1	1	1	1	1	1	1
X14544	1	1	1	1	1	1	1	1	1	1	1	1
X54453	1	1	1	1	1	1	1	1	1	1	1	1
X34297	1	1	1	1	1	1	1	1	1	1	1	1
X52203	1	1	1	0.328004776119406	1	0.726480402347022	1	1	1	1	1	1
X35465	1	1	1	1	1	1	1	1	1	1	1	1
X24986	1	1	1	1	1	1	1	1	0.446062765273317	1	1	1
X20917	1	1	1	0.871047798742138	1	1	1	1	1	1	1	1
X4442	1	1	1	1	1	1	1	1	1	1	1	1
X5822	1	1	1	1	1	1	1	1	1	1	1	1
X18298	1	1	1	1	1	1	1	1	1	1	1	1
X31427	1	1	1	1	1	1	1	1	1	1	1	1
X44795	1	1	1	1	1	1	1	1	1	1	1	1
X42976	0.597538498212155	1	1	1	1	1	1	1	1	1	1	1
X27186	1	1	1	0.954803847376789	0.777931601731604	1	1	0.536361372031666	1	1	1	1
X10624	1	1	1	1	1	1	1	1	1	1	1	1
X14030	1	1	1	0.280869426433911	0.308726972477058	1	1	0.268890158730165	1	1	1	1
X47302	1	0.933068830384116	0.701371914893615	0.839373333333335	0.787319583622483	1	0.615513240641715	1	0.89421168805528	1	1	0.860379101123595
X7587	1	1	1	1	1	1	1	1	1	1	1	1
X25723	1	1	1	1	1	1	1	1	1	1	1	1
X24269	1	1	1	1	1	1	1	1	1	1	1	1
X15611	1	1	1	1	1	1	1	1	1	1	1	1
X43985	1	1	1	1	1	1	1	1	1	1	1	1
X39113	1	1	1	1	1	1	1	1	1	1	1	1
X39010	1	1	1	1	1	1	1	1	1	1	1	1
X50066	1	1	1	1	1	1	1	1	1	1	1	1
X50754	1	1	1	1	1	1	1	0.836523325301205	1	1	1	1
X21654	1	1	1	1	1	1	1	1	1	1	1	1
X1233	1	1	1	1	1	1	1	1	1	1	1	1
X211	1	1	1	1	1	1	1	1	1	1	1	1
X20996	1	1	1	1	1	1	1	1	1	1	1	1
X50143	1	1	1	1	1	0.89721326119036	1	1	1	1	1	1
X37532	1	1	1	1	1	1	1	1	1	1	1	1
X21446	1	1	1	1	1	1	1	1	1	1	1	1
X38399	1	1	1	1	1	1	0.899662274052478	1	0.992417205443081	1	1	1
X17580	1	0.421528551724139	1	1	1	1	1	1	1	1	1	0.284633060240973
X34650	1	0.97324273255814	1	1	1	1	1	1	1	1	1	1
X13302	1	1	1	1	0.614627658643323	1	1	0.390964494382028	1	1	1	1
X36360	1	1	1	1	1	1	1	1	1	1	1	1
X13682	1	1	1	1	1	1	1	1	1	1	1	1
X2345	1	1	1	1	1	1	1	1	1	1	1	1
X14933	1	1	1	1	1	1	1	1	1	1	1	1
X10274	1	1	1	1	1	1	1	1	1	1	1	1
X12587	1	1	1	1	1	1	1	1	1	1	1	1
X32719	1	1	1	1	1	1	1	1	1	0.863292772751463	1	1
X28135	1	1	1	1	1	1	1	1	1	1	1	1
X38838	1	1	1	1	1	1	1	0.803683913894323	1	1	1	1
X33398	1	1	1	1	1	1	1	1	1	1	1	1
X25751	1	1	1	1	0.426588122866891	1	1	0.145431529411761	1	1	1	1
X22734	1	1	1	1	1	1	1	1	1	0.613505600000004	1	1
X15197	1	1	1	1	1	1	1	1	1	1	1	1
X7177	1	1	1	1	1	1	1	1	1	1	1	1
X98	1	1	1	1	1	1	1	1	1	1	1	1
X27150	1	1	1	1	1	1	1	1	1	1	1	1
X2434	1	1	1	0.979286168478261	0.454301823802159	1	0.392072928176795	0.851217818811312	1	1	1	1
X34102	1	0.848750564938847	1	1	1	1	1	1	1	0.863292772751463	1	0.697402588878763
X28122	1	1	1	1	1	1	1	1	1	0.951796019417474	1	1
X18534	1	1	1	1	1	1	1	1	1	1	1	1
X45451	1	1	1	1	1	1	1	1	1	1	1	1
X41423	1	0.47575547826087	1	1	1	1	1	1	1	1	1	0.346848484848477
X43776	1	1	0.810673494282086	1	1	1	0.975959874608149	1	1	1	1	0.969010813186813
X37326	1	1	1	1	0.879221071975497	1	0.900647107677449	1	1	1	0.902466724386725	1
X18480	1	1	1	1	1	1	1	1	1	1	1	1
X49327	1	1	1	1	1	1	1	1	1	1	1	1
X4637	1	1	1	1	1	1	1	1	1	1	1	1
X11683	1	1	1	1	1	1	1	1	1	1	1	1
X9009	1	1	1	1	1	1	1	1	1	1	1	1
X1741	1	1	1	1	0.936089498499787	1	0.851440230017252	1	0.68218595623216	1	1	1
X25989	1	1	1	1	1	1	1	1	1	1	0.613505600000004	1
X2330	1	1	1	1	1	1	1	1	1	1	1	1
X87	1	1	1	1	1	1	1	1	1	1	1	1
X38940	1	1	1	1	1	1	1	1	1	1	1	1
X21787	1	1	1	1	1	1	1	1	1	1	1	1
X23516	1	1	1	1	1	1	1	1	1	1	1	1
X221	1	1	1	1	1	0.731103774834436	1	1	1	1	1	1
X21576	1	1	1	1	1	1	1	1	1	1	1	1
X22001	1	1	1	1	1	1	1	1	1	1	1	1
X43097	1	1	1	0.98853203728362	1	1	1	1	1	1	1	1
X4486	1	1	1	1	1	1	1	1	1	1	1	1
X50486	1	1	1	1	1	1	1	1	1	1	1	1
X45773	1	1	1	0.890876540755468	1	1	1	1	1	1	1	1
X35116	1	1	1	1	1	1	1	0.931137947578854	1	1	1	1
X41349	1	1	1	1	1	1	1	1	1	1	1	1
X9413	0.169817018181822	1	1	0.866989079365079	1	0.927620071942445	1	1	1	1	1	1
X14632	1	1	1	1	1	1	1	1	1	1	1	1
X54419	1	1	1	1	1	1	1	1	1	1	1	1
X50340	1	1	0.955085764611689	1	1	1	1	1	1	1	1	1
X13992	1	1	1	1	1	1	1	1	1	1	1	1
X46383	1	0.761937869822486	1	1	1	1	1	1	1	1	1	0.441488571428567
X15696	1	1	1	1	1	1	1	1	1	1	1	1
X15536	1	1	1	1	1	1	1	0.97552518597237	1	1	1	1
X35827	1	1	1	0.959726699885015	1	1	1	1	1	1	1	1
X40214	1	1	1	1	1	1	1	1	1	1	0.662036639999999	1
X52836	1	1	1	1	1	1	1	1	1	1	1	1
X26163	1	1	1	1	1	1	1	1	1	1	1	1
X34857	1	1	1	1	1	1	1	1	1	1	1	1
X13372	1	1	1	1	1	0.996757394435353	1	1	1	1	1	1
